"","firstName","gender","numberChildren.x","numberChildren.y"
"16114","Liam","M",18138,18330
"16115","Liamjames","M",7,5
"16116","Lian","F",45,39
"16117","Lian","M",195,165
"16118","Liana","F",680,594
"16119","Lianah","F",9,10
"16120","Liandro","M",9,12
"16121","Liane","F",7,10
"16122","Liani","F",26,28
"16123","Lianna","F",180,204
"16124","Liannah","F",6,14
"16125","Lianne","F",25,15
"16126","Lianni","F",5,7
"16127","Lianny","F",12,12
"16128","Liany","F",16,12
"16129","Liara","F",53,50
"16130","Liat","F",15,21
"16131","Liav","M",5,5
"16132","Liba","F",33,50
"16133","Liban","M",21,11
"16134","Libbie","F",12,19
"16135","Libby","F",250,269
"16136","Liberti","F",8,5
"16137","Liberty","F",571,560
"16138","Libi","F",11,8
"16139","Libni","F",8,12
"16140","Libny","F",6,6
"16141","Librado","M",9,6
"16142","Lida","F",10,14
"16143","Lidia","F",150,154
"16144","Lidya","F",9,18
"16145","Liel","F",18,17
"16146","Liela","F",8,8
"16147","Lielle","F",14,23
"16148","Liem","M",44,41
"16149","Liesel","F",51,63
"16150","Liesl","F",36,50
"16151","Liev","M",58,44
"16152","Liezel","F",5,5
"16153","Light","M",5,7
"16154","Lijah","M",11,8
"16155","Lila","F",1549,1650
"16156","Lilac","F",17,13
"16157","Lilah","F",1082,1027
"16158","Lilas","F",5,5
"16159","Lilee","F",37,37
"16160","Lileigh","F",11,18
"16161","Lili","F",60,59
"16162","Lilia","F",266,282
"16163","Liliah","F",9,17
"16164","Liliahna","F",10,9
"16165","Lilian","F",549,637
"16166","Liliana","F",2624,2556
"16167","Lilianah","F",12,10
"16168","Liliane","F",33,33
"16169","Liliani","F",10,9
"16170","Liliann","F",23,28
"16171","Lilianna","F",415,396
"16172","Liliannah","F",7,7
"16173","Lilianne","F",29,36
"16174","Liliauna","F",6,5
"16175","Lilibeth","F",30,20
"16176","Lilie","F",18,11
"16177","Lilienne","F",7,8
"16178","Lilikoi","F",8,5
"16179","Lilinoe","F",10,12
"16180","Lilit","F",8,8
"16181","Lilith","F",580,512
"16182","Liliya","F",31,17
"16183","Lilja","F",11,14
"16184","Lilla","F",26,40
"16185","Lillah","F",9,10
"16186","Lillee","F",53,64
"16187","Lilleigh","F",6,16
"16188","Lilley","F",15,15
"16189","Lilli","F",72,70
"16190","Lillia","F",61,62
"16191","Lilliah","F",9,8
"16192","Lilliahna","F",7,7
"16193","Lillian","F",6333,6597
"16194","Lilliana","F",1126,1169
"16195","Lilliani","F",8,5
"16196","Lilliann","F",62,44
"16197","Lillianna","F",316,353
"16198","Lilliannah","F",11,5
"16199","Lillianne","F",48,49
"16200","Lillie","F",490,526
"16201","Lillieann","F",11,12
"16202","Lillieanna","F",7,8
"16203","Lilliemae","F",5,5
"16204","Lillien","F",14,11
"16205","Lillienne","F",5,7
"16206","Lilliona","F",9,9
"16207","Lillionna","F",9,5
"16208","Lillith","F",109,84
"16209","Lilly","F",2132,2297
"16210","Lillyan","F",64,80
"16211","Lillyana","F",196,208
"16212","Lillyanah","F",5,7
"16213","Lillyann","F",144,133
"16214","Lillyanna","F",181,212
"16215","Lillyanne","F",60,53
"16216","Lillymae","F",8,11
"16217","Lillyona","F",9,10
"16218","Lillyonna","F",12,21
"16219","Lillyrose","F",10,11
"16220","Lillyth","F",9,10
"16221","Lilo","F",28,17
"16222","Lilou","F",41,22
"16223","Lilu","F",6,14
"16224","Lily","F",6558,6644
"16225","Lilya","F",25,22
"16226","Lilyahna","F",11,11
"16227","Lilyan","F",81,88
"16228","Lilyana","F",440,532
"16229","Lilyanah","F",14,10
"16230","Lilyann","F",174,179
"16231","Lilyanna","F",264,279
"16232","Lilyannah","F",11,9
"16233","Lilyanne","F",94,75
"16234","Lilyauna","F",7,6
"16235","Lilybelle","F",11,11
"16236","Lilybeth","F",13,16
"16237","Lilygrace","F",8,15
"16238","Lilymae","F",12,13
"16239","Lilyona","F",7,10
"16240","Lilyonna","F",15,13
"16241","Lilyrose","F",31,36
"16242","Lilyth","F",26,21
"16243","Lima","F",5,6
"16244","Lin","F",9,6
"16245","Lin","M",5,6
"16246","Lina","F",332,327
"16247","Linah","F",5,7
"16248","Lincoln","F",163,158
"16249","Lincoln","M",7076,5982
"16250","Lincy","F",14,15
"16251","Linda","F",434,425
"16252","Lindee","F",5,7
"16253","Linden","F",65,78
"16254","Linden","M",99,87
"16255","Lindi","F",15,7
"16256","Lindley","F",30,29
"16257","Lindon","M",22,11
"16258","Lindsay","F",257,328
"16259","Lindsey","F",363,473
"16260","Lindsey","M",13,11
"16261","Lindsy","F",11,8
"16262","Lindy","F",56,61
"16263","Lindyn","F",18,7
"16264","Lineth","F",5,9
"16265","Linette","F",15,10
"16266","Linh","F",16,12
"16267","Link","M",145,134
"16268","Linken","M",18,32
"16269","Linkin","M",113,91
"16270","Linkoln","M",49,54
"16271","Linkon","M",22,19
"16272","Linkyn","F",12,11
"16273","Linkyn","M",24,10
"16274","Linlee","F",8,7
"16275","Linleigh","F",6,11
"16276","Linley","F",74,83
"16277","Linna","F",10,7
"16278","Linnea","F",155,177
"16279","Lino","M",47,40
"16280","Linsey","F",15,20
"16281","Linsy","F",10,8
"16282","Linton","M",6,6
"16283","Linus","M",128,162
"16284","Linux","M",8,6
"16285","Linwood","M",8,13
"16286","Linzy","F",8,16
"16287","Lio","M",11,16
"16288","Lion","M",18,24
"16289","Liona","F",7,8
"16290","Lionardo","M",7,5
"16291","Lionel","M",474,405
"16292","Lionell","M",9,8
"16293","Lior","M",27,26
"16294","Liora","F",58,56
"16295","Lipa","M",39,42
"16296","Lira","F",30,11
"16297","Lisa","F",342,373
"16298","Lisamarie","F",15,13
"16299","Lisandra","F",15,25
"16300","Lisandro","M",53,53
"16301","Lisanna","F",11,9
"16302","Lisbeth","F",55,49
"16303","Liseth","F",8,10
"16304","Lisette","F",41,55
"16305","Lisha","F",6,7
"16306","Lissa","F",9,11
"16307","Lissandra","F",17,13
"16308","Lissandro","M",11,12
"16309","Lisset","F",12,13
"16310","Lisseth","F",17,12
"16311","Lissette","F",25,36
"16312","Liston","M",6,8
"16313","Lita","F",17,14
"16314","Litzy","F",226,161
"16315","Liv","F",413,395
"16316","Livana","F",10,5
"16317","Lively","F",26,16
"16318","Livi","F",36,40
"16319","Livia","F",399,390
"16320","Livian","F",20,19
"16321","Liviana","F",29,45
"16322","Livianna","F",15,16
"16323","Livie","F",34,40
"16324","Livingston","F",11,9
"16325","Livingston","M",7,11
"16326","Livinia","F",7,6
"16327","Liviya","F",13,10
"16328","Livvy","F",30,31
"16329","Livy","F",37,40
"16330","Liya","F",103,89
"16331","Liyah","F",67,96
"16332","Liyana","F",78,75
"16333","Liyanna","F",7,7
"16334","Liyat","F",8,10
"16335","Liyla","F",12,10
"16336","Liylah","F",8,10
"16337","Liyu","F",12,10
"16338","Liz","F",84,67
"16339","Liza","F",115,125
"16340","Lizabeth","F",31,13
"16341","Lizandra","F",11,7
"16342","Lizandro","M",18,20
"16343","Lizbeth","F",296,335
"16344","Lizet","F",13,14
"16345","Lizeth","F",157,139
"16346","Lizett","F",5,7
"16347","Lizette","F",57,59
"16348","Lizmarie","F",11,13
"16349","Lizzet","F",8,9
"16350","Lizzeth","F",5,9
"16351","Lizzette","F",5,7
"16352","Lizzie","F",62,61
"16353","Lizzy","F",19,28
"16354","Lj","M",11,8
"16355","Llewellyn","M",6,8
"16356","Llewyn","M",43,34
"16357","Lleyton","M",33,32
"16358","Lliam","M",18,23
"16359","Lloyd","M",110,108
"16360","Lluvia","F",88,102
"16361","Loa","F",7,7
"16362","Loany","F",8,10
"16363","Lochlan","F",8,7
"16364","Lochlan","M",311,267
"16365","Lochlann","M",28,20
"16366","Lochlin","M",7,5
"16367","Lochlyn","F",20,24
"16368","Lochlyn","M",8,7
"16369","Locke","M",73,46
"16370","Locklan","M",10,10
"16371","Locklin","M",7,5
"16372","Locklyn","F",30,31
"16373","Lofton","M",12,12
"16374","Logan","F",852,833
"16375","Logan","M",11200,12897
"16376","Logann","F",40,31
"16377","Logen","M",16,35
"16378","Loghan","F",27,31
"16379","Loghan","M",22,23
"16380","Logic","M",5,5
"16381","Logyn","F",18,20
"16382","Logyn","M",7,9
"16383","Lohgan","F",6,6
"16384","Loic","M",30,25
"16385","Loida","F",6,5
"16386","Lois","F",118,109
"16387","Lojain","F",6,5
"16388","Loki","M",92,114
"16389","Lola","F",1372,1450
"16390","Lolah","F",18,13
"16391","Lolita","F",12,19
"16392","Lolly","F",7,7
"16393","Lon","M",10,8
"16394","Lona","F",16,17
"16395","Londan","F",6,15
"16396","Londen","F",17,21
"16397","Londen","M",9,19
"16398","London","F",2339,2909
"16399","London","M",345,448
"16400","Londyn","F",1811,2018
"16401","Londyn","M",26,40
"16402","Londynn","F",209,246
"16403","Long","M",13,12
"16404","Loni","F",9,9
"16405","Lonna","F",10,8
"16406","Lonnell","M",10,7
"16407","Lonnie","F",12,12
"16408","Lonnie","M",112,122
"16409","Lonzo","M",5,9
"16410","Lora","F",63,61
"16411","Loraine","F",22,15
"16412","Loralai","F",21,20
"16413","Loralee","F",13,7
"16414","Loralei","F",65,83
"16415","Lorali","F",13,26
"16416","Loralie","F",21,30
"16417","Loralye","F",18,12
"16418","Lorcan","M",12,7
"16419","Lord","M",19,20
"16420","Loreal","F",21,27
"16421","Lorel","F",5,11
"16422","Lorelai","F",474,437
"16423","Lorelei","F",711,703
"16424","Loreley","F",6,9
"16425","Loreli","F",10,12
"16426","Lorelie","F",5,11
"16427","Lorelle","F",12,13
"16428","Loren","F",112,108
"16429","Loren","M",73,71
"16430","Lorena","F",198,192
"16431","Lorene","F",22,15
"16432","Lorenz","M",16,11
"16433","Lorenza","F",19,20
"16434","Lorenzo","M",1860,1838
"16435","Loretta","F",239,217
"16436","Lori","F",141,133
"16437","Loriana","F",17,15
"16438","Loriann","F",9,13
"16439","Lorianna","F",7,14
"16440","Lorianne","F",14,10
"16441","Lorie","F",17,9
"16442","Loriel","F",13,5
"16443","Lorielle","F",13,16
"16444","Lorien","F",11,10
"16445","Lorik","M",18,13
"16446","Lorin","F",16,17
"16447","Lorin","M",13,6
"16448","Lorinda","F",6,5
"16449","Lorissa","F",7,8
"16450","Lorna","F",27,36
"16451","Lorne","M",6,17
"16452","Lorraina","F",9,14
"16453","Lorraine","F",143,122
"16454","Lorrie","F",6,6
"16455","Loryn","F",28,32
"16456","Lorynn","F",7,8
"16457","Lottie","F",100,78
"16458","Lotus","F",88,81
"16459","Lou","F",35,29
"16460","Lou","M",45,37
"16461","Louann","F",7,5
"16462","Louay","M",10,13
"16463","Loucas","M",5,5
"16464","Louden","M",22,20
"16465","Louella","F",52,41
"16466","Louie","F",7,5
"16467","Louie","M",233,214
"16468","Louis","M",1239,1205
"16469","Louisa","F",345,302
"16470","Louise","F",309,242
"16471","Loukas","M",34,37
"16472","Loukya","F",7,9
"16473","Loula","F",8,9
"16474","Louna","F",35,7
"16475","Lourdes","F",99,90
"16476","Love","F",100,110
"16477","Love","M",5,10
"16478","Loveah","F",19,21
"16479","Lovell","M",16,14
"16480","Lovella","F",12,16
"16481","Lovely","F",61,69
"16482","Lovelyn","F",13,18
"16483","Lovelynn","F",12,8
"16484","Lovette","F",6,7
"16485","Lovie","F",19,17
"16486","Lovina","F",36,28
"16487","Lovisa","F",5,5
"16488","Lowell","M",42,46
"16489","Lowen","F",14,9
"16490","Lowen","M",32,18
"16491","Loxley","F",29,20
"16492","Loyal","F",28,27
"16493","Loyal","M",56,71
"16494","Loyaltee","F",5,5
"16495","Loyalti","F",6,7
"16496","Loyalty","F",137,99
"16497","Loyalty","M",19,17
"16498","Loyd","M",5,6
"16499","Loza","F",9,9
"16500","Lua","F",21,24
"16501","Luan","M",33,20
"16502","Luana","F",47,48
"16503","Luann","F",11,7
"16504","Luanna","F",20,16
"16505","Luay","M",14,9
"16506","Lubna","F",6,10
"16507","Luc","M",95,80
"16508","Luca","F",80,68
"16509","Luca","M",2728,2606
"16510","Lucah","M",31,19
"16511","Lucan","M",15,19
"16512","Lucas","F",8,16
"16513","Lucas","M",12838,12285
"16514","Lucca","F",46,48
"16515","Lucca","M",361,319
"16516","Luccas","M",16,14
"16517","Lucciana","F",20,19
"16518","Lucciano","M",24,19
"16519","Lucee","F",6,8
"16520","Lucelia","F",8,7
"16521","Lucero","F",132,115
"16522","Lucette","F",9,9
"16523","Luci","F",67,63
"16524","Lucia","F",1511,1449
"16525","Lucian","M",425,419
"16526","Luciana","F",736,683
"16527","Lucianna","F",89,78
"16528","Lucianne","F",7,5
"16529","Luciano","M",581,528
"16530","Lucie","F",155,158
"16531","Luciella","F",7,5
"16532","Lucielle","F",11,8
"16533","Lucien","M",175,161
"16534","Lucienne","F",38,26
"16535","Lucifer","M",13,7
"16536","Lucila","F",9,19
"16537","Lucile","F",33,38
"16538","Lucilia","F",11,6
"16539","Lucilla","F",12,14
"16540","Lucille","F",1122,1115
"16541","Lucillia","F",8,7
"16542","Lucina","F",39,28
"16543","Lucinda","F",187,143
"16544","Lucine","F",17,7
"16545","Lucio","M",83,90
"16546","Lucious","M",51,37
"16547","Lucius","M",158,136
"16548","Lucky","M",56,43
"16549","Lucrezia","F",8,14
"16550","Lucus","M",25,27
"16551","Lucy","F",4568,4538
"16552","Lucyann","F",7,7
"16553","Lucyanna","F",10,7
"16554","Ludmila","F",9,5
"16555","Ludwig","M",8,13
"16556","Luella","F",205,176
"16557","Lui","M",9,12
"16558","Luian","M",16,14
"16559","Luigi","M",38,41
"16560","Luis","M",3543,3727
"16561","Luisa","F",208,224
"16562","Luisana","F",13,10
"16563","Luisangel","M",16,36
"16564","Luiz","M",37,41
"16565","Luiza","F",42,40
"16566","Lujain","F",40,30
"16567","Lujane","F",5,6
"16568","Luka","F",28,33
"16569","Luka","M",646,550
"16570","Lukah","M",34,40
"16571","Lukas","M",1744,1427
"16572","Lukasz","M",18,21
"16573","Luke","F",11,8
"16574","Luke","M",9930,10255
"16575","Luken","M",19,18
"16576","Lukka","M",6,11
"16577","Lukus","M",24,22
"16578","Lula","F",116,99
"16579","Lulani","F",5,5
"16580","Lulu","F",49,59
"16581","Luma","F",7,10
"16582","Lumen","F",36,43
"16583","Lumi","F",13,12
"16584","Lumina","F",8,14
"16585","Lun","F",13,10
"16586","Luna","F",3645,2796
"16587","Luna","M",6,5
"16588","Lunabelle","F",17,5
"16589","Lunah","F",13,6
"16590","Lunarae","F",5,6
"16591","Lunden","F",8,5
"16592","Lundyn","F",37,44
"16593","Lunna","F",9,15
"16594","Lupe","F",8,8
"16595","Lupita","F",81,86
"16596","Luqman","M",40,42
"16597","Lura","F",8,8
"16598","Luther","M",99,99
"16599","Luthien","F",9,6
"16600","Luvina","F",5,6
"16601","Lux","F",99,100
"16602","Lux","M",33,32
"16603","Luxe","F",10,8
"16604","Luz","F",263,283
"16605","Luzelena","F",15,16
"16606","Luziana","F",5,5
"16607","Luzma","F",8,13
"16608","Luzmaria","F",28,20
"16609","Lya","F",46,50
"16610","Lyah","F",20,19
"16611","Lyam","M",104,94
"16612","Lyan","F",8,6
"16613","Lyan","M",32,22
"16614","Lyana","F",28,27
"16615","Lyanna","F",216,62
"16616","Lyanne","F",7,5
"16617","Lycan","M",5,6
"16618","Lyda","F",17,10
"16619","Lydell","M",16,14
"16620","Lyden","M",9,6
"16621","Lydia","F",3590,3491
"16622","Lydiah","F",20,16
"16623","Lydian","F",15,11
"16624","Lydiana","F",8,6
"16625","Lydiann","F",10,17
"16626","Lydon","M",9,5
"16627","Lyfe","F",10,6
"16628","Lyfe","M",29,13
"16629","Lyla","F",2209,2266
"16630","Lylah","F",414,450
"16631","Lylarose","F",6,6
"16632","Lyle","M",207,183
"16633","Lylee","F",7,7
"16634","Lyleigh","F",7,5
"16635","Lylia","F",13,17
"16636","Lyliah","F",6,8
"16637","Lylian","F",17,13
"16638","Lyliana","F",22,22
"16639","Lylianna","F",12,11
"16640","Lylith","F",11,10
"16641","Lylla","F",8,8
"16642","Lyllian","F",21,29
"16643","Lylliana","F",7,9
"16644","Lyman","M",16,12
"16645","Lyn","F",8,6
"16646","Lyna","F",13,21
"16647","Lynae","F",16,15
"16648","Lyncoln","F",16,24
"16649","Lyncoln","M",41,40
"16650","Lynda","F",31,34
"16651","Lyndee","F",14,18
"16652","Lyndell","M",7,8
"16653","Lynden","F",42,24
"16654","Lynden","M",34,34
"16655","Lyndi","F",18,32
"16656","Lyndie","F",7,13
"16657","Lyndon","F",24,24
"16658","Lyndon","M",134,155
"16659","Lyndsay","F",11,11
"16660","Lyndsey","F",51,41
"16661","Lynell","M",6,9
"16662","Lynelle","F",16,18
"16663","Lynette","F",88,96
"16664","Lynex","F",7,6
"16665","Lyniah","F",11,13
"16666","Lynix","F",13,13
"16667","Lynix","M",8,7
"16668","Lynk","M",12,7
"16669","Lynkin","M",21,19
"16670","Lynkoln","M",5,6
"16671","Lynkon","M",7,8
"16672","Lynlee","F",105,107
"16673","Lynleigh","F",31,33
"16674","Lynley","F",45,34
"16675","Lynlie","F",8,6
"16676","Lynn","F",92,82
"16677","Lynn","M",9,16
"16678","Lynna","F",12,11
"16679","Lynnae","F",9,17
"16680","Lynne","F",15,9
"16681","Lynnea","F",20,17
"16682","Lynnette","F",27,18
"16683","Lynnex","F",14,19
"16684","Lynniah","F",9,9
"16685","Lynnie","F",6,7
"16686","Lynnix","F",16,24
"16687","Lynnlee","F",63,62
"16688","Lynnleigh","F",15,14
"16689","Lynnley","F",12,10
"16690","Lynnon","F",11,13
"16691","Lynnox","F",33,20
"16692","Lynora","F",5,6
"16693","Lynsey","F",11,12
"16694","Lynx","M",12,12
"16695","Lynzee","F",9,9
"16696","Lynzi","F",8,10
"16697","Lynzie","F",10,12
"16698","Lyon","M",42,43
"16699","Lyonel","M",5,11
"16700","Lyra","F",292,275
"16701","Lyrah","F",11,8
"16702","Lyric","F",1128,1107
"16703","Lyric","M",213,246
"16704","Lyrica","F",34,17
"16705","Lyrical","F",21,15
"16706","Lyricc","F",6,5
"16707","Lyrick","F",9,10
"16708","Lyrick","M",13,8
"16709","Lyrics","F",6,6
"16710","Lyrik","F",70,75
"16711","Lyrik","M",40,56
"16712","Lyriq","F",41,40
"16713","Lyriq","M",8,10
"16714","Lyrique","F",11,10
"16715","Lyrix","M",6,5
"16716","Lysander","M",27,34
"16717","Lyssa","F",12,12
"16718","Lyvia","F",37,25
"16719","Lyza","F",36,23
"16720","Maahi","F",34,29
"16721","Maahir","M",13,15
"16722","Maali","F",5,8
"16723","Maalik","M",15,14
"16724","Maaliyah","F",10,12
"16725","Maan","M",7,10
"16726","Maanav","M",5,5
"16727","Maanvi","F",33,23
"16728","Maanya","F",25,27
"16729","Maasai","M",7,5
"16730","Maat","F",14,10
"16731","Maaya","F",7,5
"16732","Maayan","F",16,26
"16733","Maaz","M",21,27
"16734","Mabel","F",602,529
"16735","Mabelle","F",10,15
"16736","Mable","F",29,22
"16737","Mabrey","F",18,15
"16738","Mabry","F",70,71
"16739","Mac","M",173,177
"16740","Macai","M",12,12
"16741","Macallan","M",18,17
"16742","Macallister","M",12,10
"16743","Macari","M",10,10
"16744","Macaria","F",5,8
"16745","Macario","M",36,48
"16746","Macarius","M",6,11
"16747","Macarthur","M",14,14
"16748","Macayla","F",22,33
"16749","Mace","M",64,52
"16750","Macee","F",42,53
"16751","Macelyn","F",7,8
"16752","Macelynn","F",5,6
"16753","Macen","M",52,40
"16754","Maceo","M",91,69
"16755","Macey","F",211,246
"16756","Macgregor","M",5,7
"16757","Machai","M",13,9
"16758","Machi","M",11,19
"16759","Maci","F",1185,1177
"16760","Maciah","M",6,7
"16761","Macie","F",672,764
"16762","Macilynn","F",5,6
"16763","Macintyre","M",5,8
"16764","Mack","M",353,387
"16765","Mackay","M",8,7
"16766","Mackayla","F",23,34
"16767","Mackena","F",9,5
"16768","Mackenize","F",6,12
"16769","Mackenna","F",107,104
"16770","Mackensie","F",15,13
"16771","Mackenzee","F",10,19
"16772","Mackenzi","F",36,34
"16773","Mackenzie","F",3390,3850
"16774","Mackenzie","M",27,29
"16775","Mackenzy","F",19,35
"16776","Mackenzye","F",6,7
"16777","Mackinlee","F",10,10
"16778","Mackinley","F",15,24
"16779","Mackinley","M",6,9
"16780","Mackinzie","F",6,15
"16781","Macklan","M",5,10
"16782","Macklen","M",13,18
"16783","Macklin","M",118,89
"16784","Macklyn","F",22,13
"16785","Macklyn","M",8,12
"16786","Macklynn","F",14,5
"16787","Macksen","M",10,8
"16788","Mackson","M",45,33
"16789","Mackynzie","F",11,34
"16790","Maclain","M",8,11
"16791","Maclan","M",11,11
"16792","Maclean","M",6,7
"16793","Maclin","M",40,28
"16794","Maclyn","F",10,10
"16795","Maclynn","F",5,7
"16796","Macon","M",32,48
"16797","Macoy","M",25,27
"16798","Macsen","M",35,35
"16799","Macy","F",628,772
"16800","Macyn","F",42,62
"16801","Macyn","M",11,11
"16802","Madai","F",17,21
"16803","Madalee","F",11,9
"16804","Madalena","F",15,22
"16805","Madalene","F",9,5
"16806","Madalin","F",16,13
"16807","Madalina","F",5,7
"16808","Madaline","F",52,43
"16809","Madalyn","F",487,540
"16810","Madalyne","F",12,11
"16811","Madalynn","F",354,414
"16812","Madalynne","F",16,16
"16813","Madasyn","F",12,12
"16814","Maddalena","F",31,35
"16815","Maddalyn","F",44,48
"16816","Maddalynn","F",20,21
"16817","Maddax","M",26,33
"16818","Maddelyn","F",42,38
"16819","Maddelynn","F",8,12
"16820","Madden","F",51,42
"16821","Madden","M",376,438
"16822","Maddex","M",96,104
"16823","Maddi","F",22,18
"16824","Maddie","F",243,249
"16825","Maddielynn","F",9,7
"16826","Maddilyn","F",101,95
"16827","Maddilynn","F",70,53
"16828","Maddisen","F",9,10
"16829","Maddison","F",979,1047
"16830","Maddisyn","F",59,69
"16831","Maddix","F",29,19
"16832","Maddix","M",133,135
"16833","Maddock","M",15,14
"16834","Maddon","M",40,22
"16835","Maddox","F",119,90
"16836","Maddox","M",2887,2775
"16837","Maddoxx","M",11,11
"16838","Maddux","F",18,18
"16839","Maddux","M",206,189
"16840","Maddy","F",27,26
"16841","Maddyn","F",68,61
"16842","Maddyson","F",31,49
"16843","Maddyx","F",21,8
"16844","Maddyx","M",17,13
"16845","Madelaine","F",23,21
"16846","Madeleine","F",947,1065
"16847","Madelena","F",6,5
"16848","Madelene","F",7,9
"16849","Madeleyn","F",19,27
"16850","Madeliene","F",5,9
"16851","Madelin","F",49,49
"16852","Madelina","F",15,14
"16853","Madeline","F",3257,3327
"16854","Madelon","F",9,5
"16855","Madelyn","F",4208,4478
"16856","Madelyne","F",59,61
"16857","Madelynn","F",669,768
"16858","Madelynne","F",50,48
"16859","Madhav","M",23,27
"16860","Madi","F",23,21
"16861","Madicyn","F",9,11
"16862","Madie","F",8,6
"16863","Madielyn","F",5,5
"16864","Madigan","F",15,26
"16865","Madiha","F",11,8
"16866","Madilyn","F",999,1022
"16867","Madilyne","F",10,11
"16868","Madilynn","F",597,638
"16869","Madilynne","F",19,29
"16870","Madina","F",68,50
"16871","Madinah","F",10,8
